horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Caillebotte,Gold Coast,1,2016-12-17,2,False,False,False,2.0,0.0,3.0,2.0,0.34,0.0,0.0,0.35,0.0,99800.0,0.15,100.0,4.55,0.34,2.0,4.0,8.0,14.0,0.0,1.0,0.0,0.16,100.0,0.0,5.98,0.0,0.0,26.0,0.34,0.0,72.0,0.0,0.35,Matthew Dunn,0.0,0.0,2.0,2.0,0.0,0.36,7.4,147.0,0.0,1.0,False
Captains Way,Toowoomba,7,2016-12-17,2,False,False,False,2.0,1.0,0.0,0.0,0.0,10.0,1.0,0.5,0.0,20700.0,0.25,900.0,7.5,1.0,2.0,2.0,88.0,8.0,0.0,0.0,1.0,0.25,100.0,0.0,7.5,0.0,4.0,8.0,0.0,0.0,63.0,0.0,0.88,Lindsay Hatch,1.0,1.0,2.0,0.0,0.0,0.5,0.0,100.0,0.0,0.0,True
Show Command,Toowoomba,6,2016-12-17,2,False,False,True,5.0,0.0,7.0,0.0,0.5,0.0,0.0,0.63,0.0,95300.0,0.22,100.0,2.43,0.67,3.0,3.0,70.0,14.0,0.0,4.0,0.0,0.13,100.0,0.0,2.43,2.0,4.0,24.0,0.0,0.0,69.0,0.0,0.48,Pat Duff,0.67,0.0,4.0,0.0,0.0,0.79,0.0,100.0,2.0,2.0,True
Liberty Jane,Toowoomba,5,2016-12-17,2,False,False,False,4.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,7900.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,8.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,999.0,0.0,1.0,Michael Nolan,0.5,0.0,4.0,0.0,0.0,0.5,0.0,100.0,1.0,0.0,False
Mishani Mystery,Toowoomba,4,2016-12-17,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,999.0,0.0,1.0,Lindsay Hatch,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Stellar Knight,Toowoomba,3,2016-12-17,2,False,False,False,2.0,0.0,3.0,0.0,0.34,0.0,0.0,0.54,0.0,31300.0,0.23,100.0,2.3,0.5,2.0,2.0,65.0,9.0,1.0,2.0,0.0,0.16,100.0,0.0,2.3,2.0,4.0,13.0,0.0,1.0,63.0,0.0,0.49,Ben Currie,1.0,0.0,2.0,0.0,0.0,0.67,0.0,100.0,0.0,0.0,True
Agapantha,Toowoomba,2,2016-12-17,2,True,False,False,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.88,1.0,33400.0,0.43,100.0,3.63,0.0,3.0,3.0,36.0,7.0,0.0,1.0,0.0,0.38,340.0,1.0,3.63,0.0,0.0,8.0,0.34,0.0,67.0,1.0,0.56,Lindsay Hatch,1.0,0.0,2.0,1.0,4.4,0.86,2.1,30.0,2.0,0.0,False
Hellaroo,Toowoomba,1,2016-12-17,2,False,False,False,3.0,1.0,3.0,1.0,0.34,11.0,1.0,0.65,0.0,71200.0,0.24,267.0,5.63,1.0,3.0,5.0,32.0,13.0,1.0,3.0,0.34,0.3,100.0,0.0,4.48,1.0,0.0,17.0,0.34,0.0,72.0,0.0,0.3,Alyssa Ross,0.67,1.0,1.0,1.0,0.0,0.54,3.0,0.0,0.0,1.0,False
Heza Hussler,Port Lincoln,8,2016-12-18,2,False,True,True,5.0,0.0,10.0,0.0,0.4,0.0,0.0,0.43,0.0,107000.0,0.19,100.0,5.03,0.5,3.0,9.0,16.0,16.0,1.0,3.0,0.0,0.17,100.0,0.0,5.2,2.0,7.0,56.0,0.0,2.0,65.0,0.0,0.06,Annette Harder,0.4,0.0,2.0,0.0,0.0,0.5,0.0,100.0,0.0,1.0,False
Killawarra,Port Lincoln,7,2016-12-18,2,False,False,True,5.0,1.0,4.0,1.0,0.6,5.55,2.0,0.52,0.0,93900.0,0.37,178.0,2.15,0.5,4.0,7.0,7.0,11.0,0.0,2.0,0.5,0.23,100.0,0.0,4.11,1.0,0.0,31.0,0.2,0.0,78.0,0.0,0.22,Darryl Carrison,0.4,2.0,0.0,1.0,0.0,0.55,2.2,56.0,2.0,0.0,False
Kooda Duchess,Port Lincoln,5,2016-12-18,2,False,True,False,6.0,0.0,6.0,0.0,0.17,6.75,2.0,0.38,3.0,96500.0,0.25,125.0,7.17,0.5,3.0,9.0,5.0,12.0,0.0,2.0,0.34,0.17,243.0,3.0,6.56,1.0,7.0,56.0,0.0,0.0,65.0,0.5,0.79,John Dunn,0.67,2.0,0.0,0.0,6.87,0.42,0.0,100.0,1.0,1.0,False
Saint Valentine,Port Lincoln,4,2016-12-18,2,False,True,False,4.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,25600.0,0.1,100.0,6.5,1.0,1.0,2.0,21.0,10.0,2.0,1.0,0.0,0.15,100.0,0.0,5.55,0.0,0.0,14.0,0.0,1.0,54.0,0.0,0.35,Simon Drewitt,0.5,0.0,2.0,0.0,0.0,0.4,0.0,100.0,0.0,0.0,False
A Chiller,Port Lincoln,3,2016-12-18,2,False,False,False,9.0,3.0,5.0,0.0,0.17,3.35,2.0,0.47,0.0,124000.0,0.19,34.0,3.25,0.4,2.0,6.0,49.0,11.0,0.0,2.0,0.4,0.14,100.0,0.0,3.66,1.0,0.0,43.0,0.0,0.0,76.0,0.0,0.41,Angela Forster,0.67,2.0,0.0,0.0,0.0,0.37,0.0,100.0,1.0,0.0,True
Goldphon,Port Lincoln,2,2016-12-18,2,False,False,False,3.0,0.0,3.0,0.0,0.67,0.0,0.0,0.47,0.0,12200.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,9.0,1.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,50.0,0.0,1.0,Tom Jolly,0.0,0.0,2.0,0.0,0.0,0.56,0.0,100.0,2.0,0.0,False
Galaxy Falls,Port Lincoln,1,2016-12-18,2,True,False,True,1.0,0.0,0.0,1.0,1.0,1.7,1.0,1.0,1.0,29400.0,0.75,70.0,3.1,1.0,3.0,3.0,133.0,4.0,0.0,0.0,1.0,0.75,400.0,1.0,3.1,0.0,0.0,4.0,1.0,0.0,65.0,1.0,1.33,Darryl Carrison,1.0,1.0,1.0,1.0,5.0,1.0,2.6,160.0,0.0,0.0,True
Audience,Bunbury,8,2016-12-18,2,False,False,True,2.0,1.0,4.0,1.0,0.75,3.5,1.0,0.56,0.0,89200.0,0.4,17.0,3.65,0.34,4.0,4.0,19.0,10.0,0.0,1.0,0.34,0.23,100.0,0.0,3.65,2.0,0.0,18.0,0.25,2.0,74.0,0.0,0.46,Justin Warwick,0.75,1.0,1.0,1.0,0.0,0.6,2.0,50.0,0.0,0.0,False
Stormy Planet,Bunbury,7,2016-12-18,2,True,False,False,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.17,0.0,13500.0,0.09,100.0,2.6,0.0,1.0,1.0,78.0,12.0,0.0,0.0,0.0,0.09,100.0,0.0,2.6,0.0,0.0,12.0,0.0,0.0,53.0,0.0,0.78,Peter & Matthew Giadresco,0.0,0.0,1.0,0.0,0.0,0.17,0.0,100.0,1.0,0.0,False
Saint Stephen,Bunbury,6,2016-12-18,2,True,False,False,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.28,0.0,27600.0,0.2,150.0,7.25,0.5,2.0,2.0,32.0,10.0,0.0,0.0,0.5,0.19,100.0,0.0,7.25,0.0,4.0,11.0,0.0,0.0,63.0,0.0,0.45,Peter & Matthew Giadresco,0.5,1.0,1.0,0.0,0.0,0.3,0.0,100.0,0.0,0.0,False
Top Agent,Bunbury,5,2016-12-18,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,14200.0,0.1,100.0,4.6,0.0,1.0,1.0,54.0,10.0,0.0,1.0,0.0,0.1,100.0,0.0,4.6,0.0,0.0,10.0,0.0,0.0,62.0,0.0,0.54,Chris Stelmach,0.0,0.0,1.0,0.0,0.0,0.3,0.0,100.0,0.0,0.0,False
Hakuna Matata,Bunbury,4,2016-12-18,2,False,False,False,1.0,0.0,6.0,0.0,0.34,0.0,0.0,0.45,0.0,43200.0,0.16,100.0,2.8,0.34,2.0,2.0,72.0,13.0,0.0,4.0,0.0,0.1,100.0,0.0,2.8,1.0,0.0,20.0,0.0,1.0,62.0,0.0,0.57,Ross Price,0.34,0.0,1.0,0.0,0.0,0.54,0.0,100.0,0.0,1.0,False
Musical Art,Bunbury,3,2016-12-18,2,False,False,False,2.0,0.0,3.0,0.0,0.5,0.0,0.0,0.6,1.0,26700.0,0.1,100.0,2.5,0.5,1.0,1.0,75.0,10.0,0.0,3.0,0.0,0.1,25.0,1.0,2.5,1.0,0.0,10.0,0.0,0.0,60.0,0.5,0.75,Brock Lewthwaite,1.0,0.0,2.0,0.0,2.5,0.6,0.0,100.0,1.0,1.0,True
Turpin Time,Bunbury,2,2016-12-18,2,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,999.0,0.0,1.0,Daniel Morton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Twenty Nine Black,Bunbury,1,2016-12-18,2,False,False,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.29,0.0,7200.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,5.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,999.0,0.0,1.0,Trevor Andrews,0.0,0.0,0.0,0.0,0.0,0.4,0.0,100.0,0.0,1.0,False
Enigami,Taree,7,2016-12-18,2,False,True,True,7.0,1.0,8.0,0.0,0.4,3.2,1.0,0.52,0.0,79100.0,0.07,20.0,3.6,0.75,1.0,4.0,59.0,15.0,1.0,4.0,0.25,0.11,100.0,0.0,3.8,1.0,6.0,37.0,0.0,1.0,57.0,0.0,0.76,Tara & Philippe Vigouroux,0.5,1.0,4.0,0.0,0.0,0.6,0.0,100.0,1.0,1.0,False
Invincible George,Taree,6,2016-12-18,2,False,False,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.84,0.0,57900.0,0.5,0.0,5.65,0.0,2.0,3.0,127.0,4.0,0.0,1.0,0.0,0.5,0.0,0.0,4.53,0.0,0.0,6.0,0.0,0.0,66.0,0.0,1.83,Kylie Gavenlock,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,False
Stimuli,Taree,4,2016-12-18,2,True,False,True,1.0,0.0,3.0,0.0,0.34,3.45,2.0,0.5,0.0,67700.0,0.2,245.0,2.3,1.0,1.0,2.0,42.0,5.0,0.0,1.0,1.0,0.17,100.0,0.0,3.45,2.0,0.0,12.0,0.0,1.0,66.0,0.0,0.54,Kris Lees,0.67,2.0,1.0,0.0,0.0,0.6,0.0,100.0,0.0,0.0,False
Heroine,Taree,3,2016-12-18,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,1.0,Kris Lees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,False
Galaxy Jak,Taree,2,2016-12-18,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,10400.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,7.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,999.0,0.0,1.0,John Prout,0.5,0.0,1.0,0.0,0.0,0.29,0.0,100.0,0.0,0.0,False
General Sepoy,Taree,1,2016-12-18,2,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11200.0,1.0,0.0,1.7,0.0,1.0,1.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.0,2.0,1.0,0.0,0.0,999.0,0.0,0.7,Kris Lees,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
Budderoo Knight,Moruya,8,2016-12-18,2,True,False,False,0.0,0.0,2.0,1.0,0.34,0.0,0.0,0.47,2.0,70100.0,0.25,100.0,3.35,0.5,2.0,4.0,90.0,8.0,0.0,1.0,0.0,0.31,340.0,2.0,6.18,0.0,5.0,13.0,0.34,0.0,64.0,1.0,0.16,Robert & Luke Price,1.0,0.0,0.0,1.0,4.4,0.38,13.0,333.0,0.0,1.0,True
Quietly Brilliant,Moruya,7,2016-12-18,2,False,False,True,4.0,0.0,2.0,3.0,1.0,1.5,1.0,0.56,1.0,97400.0,0.0,50.0,0.0,0.67,0.0,5.0,30.0,3.0,1.0,0.0,0.34,0.25,60.0,1.0,2.78,0.0,0.0,20.0,0.5,0.0,73.0,0.2,1.0,Joe Cleary,0.2,1.0,1.0,3.0,2.0,0.34,3.47,73.0,3.0,0.0,False
Brown Bob,Moruya,6,2016-12-18,2,False,False,False,7.0,1.0,9.0,1.0,0.63,0.0,0.0,0.37,0.0,92700.0,0.0,100.0,0.0,0.29,0.0,6.0,30.0,10.0,1.0,0.0,0.0,0.1,100.0,0.0,7.13,1.0,0.0,61.0,0.13,3.0,47.0,0.0,1.0,John Peiti,0.29,0.0,3.0,1.0,0.0,0.3,4.0,50.0,1.0,1.0,False
Better Be Cautious,Moruya,4,2016-12-18,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,20100.0,0.2,100.0,2.5,0.0,1.0,1.0,50.0,5.0,0.0,0.0,0.0,0.2,150.0,1.0,2.5,0.0,0.0,5.0,0.0,0.0,53.0,1.0,0.5,Michelle Ritchie,1.0,0.0,1.0,0.0,2.5,0.4,0.0,100.0,0.0,0.0,True
Costa Laquetta,Moruya,3,2016-12-18,2,False,True,False,4.0,0.0,3.0,0.0,0.25,0.0,0.0,0.25,0.0,22400.0,0.0,100.0,0.0,0.34,0.0,0.0,100.0,18.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,45.0,0.0,1.0,Chicka Pearson,0.0,0.0,4.0,0.0,0.0,0.28,0.0,100.0,0.0,0.0,False
Naming Rights,Horsham,7,2016-12-18,2,False,True,False,4.0,0.0,2.0,0.0,0.25,0.0,0.0,0.39,0.0,32400.0,0.08,100.0,5.0,0.67,1.0,1.0,72.0,13.0,2.0,0.0,0.0,0.06,100.0,0.0,5.0,1.0,0.0,18.0,0.0,0.0,56.0,0.0,0.62,Michael Templeton,0.34,0.0,3.0,0.0,0.0,0.31,0.0,100.0,1.0,0.0,False
Soul Fire,Horsham,4,2016-12-18,2,False,False,False,0.0,0.0,4.0,1.0,0.75,0.0,0.0,0.6,1.0,28300.0,0.2,100.0,4.6,0.5,1.0,2.0,34.0,5.0,0.0,2.0,0.0,0.2,53.0,1.0,3.3,1.0,6.0,10.0,0.25,2.0,63.0,0.34,0.08,Jenny Gow-Whyte,0.67,0.0,0.0,1.0,4.6,0.6,2.0,50.0,0.0,1.0,False
Capall Rua,Horsham,3,2016-12-18,2,True,False,False,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.63,0.0,33500.0,0.25,100.0,3.33,0.0,2.0,2.0,17.0,8.0,0.0,1.0,0.0,0.25,100.0,0.0,3.33,1.0,0.0,8.0,0.0,0.0,60.0,0.0,0.17,Symon Wilde,1.0,0.0,2.0,0.0,0.0,0.63,0.0,100.0,1.0,0.0,False
Airborne Magic,Horsham,2,2016-12-18,2,False,False,False,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.34,0.0,21200.0,0.12,100.0,2.9,0.0,1.0,1.0,68.0,9.0,0.0,1.0,0.0,0.12,100.0,0.0,2.9,0.0,0.0,9.0,0.0,0.0,60.0,0.0,0.68,Kelvin Smith,0.0,0.0,1.0,0.0,0.0,0.34,0.0,100.0,1.0,0.0,True
Havadash,Horsham,1,2016-12-18,2,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67,1.0,24600.0,0.34,100.0,3.3,0.0,1.0,1.0,10.0,3.0,0.0,0.0,0.0,0.34,230.0,1.0,3.3,0.0,3.0,3.0,0.0,0.0,62.0,1.0,0.1,Symon Wilde,1.0,0.0,1.0,0.0,3.3,0.67,0.0,100.0,1.0,0.0,False
Portman,Bendigo,8,2016-12-18,2,True,False,False,1.0,0.0,1.0,1.0,0.67,0.0,0.0,0.72,1.0,85100.0,0.6,100.0,5.75,1.0,3.0,3.0,146.0,5.0,0.0,1.0,0.0,0.43,450.0,1.0,5.75,0.0,0.0,7.0,0.34,0.0,67.0,0.5,2.45,Danny O'Brien,0.5,0.0,0.0,1.0,11.0,0.8,3.9,30.0,1.0,1.0,True
Chapel Road,Bendigo,6,2016-12-18,2,False,False,False,0.0,0.0,2.0,1.0,0.34,4.8,1.0,0.56,1.0,60500.0,0.34,380.0,4.03,1.0,3.0,3.0,34.0,9.0,0.0,2.0,1.0,0.34,23.0,1.0,4.03,1.0,5.0,9.0,0.34,0.0,70.0,0.34,0.34,Mick Price,0.67,1.0,0.0,1.0,2.3,0.56,5.0,67.0,0.0,0.0,False
Alagonia,Bendigo,5,2016-12-18,2,False,True,False,2.0,0.0,2.0,1.0,0.5,0.0,0.0,0.35,0.0,60600.0,0.0,100.0,0.0,0.67,0.0,4.0,7.0,7.0,1.0,1.0,0.0,0.18,100.0,0.0,6.16,0.0,0.0,23.0,0.25,1.0,61.0,0.0,1.0,Daniel Bowman,0.0,0.0,0.0,1.0,0.0,0.15,10.0,150.0,0.0,1.0,False
Sailboat,Bendigo,4,2016-12-18,2,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,999.0,0.0,1.0,David & B Hayes & T Dabernig,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Distant Sky,Bendigo,3,2016-12-18,2,True,False,False,2.0,0.0,4.0,0.0,0.67,0.0,0.0,0.43,0.0,23500.0,0.0,100.0,0.0,0.67,0.0,0.0,100.0,11.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,999.0,0.0,1.0,Nigel Blackiston,0.0,0.0,1.0,0.0,0.0,0.46,0.0,100.0,2.0,2.0,False
Mesclun,Bendigo,2,2016-12-18,2,False,False,False,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,9300.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,4.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,999.0,0.0,1.0,Shane Nichols,1.0,0.0,2.0,0.0,0.0,0.75,0.0,100.0,0.0,0.0,False
Worldly Wise,Narromine,7,2016-12-19,2,False,False,False,2.0,0.0,1.0,0.0,0.25,0.0,0.0,0.3,0.0,40400.0,0.15,100.0,5.7,0.0,2.0,6.0,10.0,14.0,0.0,0.0,0.0,0.2,100.0,0.0,4.63,0.0,6.0,31.0,0.0,0.0,57.0,0.0,0.19,Dennis Bush,0.0,0.0,1.0,0.0,0.0,0.22,0.0,100.0,1.0,0.0,False
Malibu Stacy,Narromine,6,2016-12-19,2,False,False,True,4.0,0.0,2.0,1.0,0.34,0.0,0.0,0.27,0.0,63500.0,0.12,100.0,4.7,0.25,2.0,3.0,46.0,18.0,1.0,1.0,0.0,0.09,100.0,0.0,6.13,0.0,5.0,34.0,0.17,0.0,52.0,0.0,0.48,Connie Greig,0.0,0.0,2.0,1.0,0.0,0.28,9.0,50.0,1.0,0.0,False
Underground Blues,Narromine,5,2016-12-19,2,False,True,True,3.0,0.0,5.0,0.0,0.0,7.5,1.0,0.47,1.0,69200.0,0.16,150.0,5.1,0.34,3.0,4.0,10.0,19.0,0.0,4.0,0.34,0.16,67.0,1.0,5.83,0.0,0.0,26.0,0.0,0.0,61.0,0.34,0.19,Connie Greig,0.34,1.0,2.0,0.0,5.0,0.48,0.0,100.0,0.0,0.0,False
Friendsinlowplaces,Narromine,3,2016-12-19,2,False,False,False,2.0,0.0,3.0,2.0,0.5,0.0,0.0,0.41,3.0,70100.0,0.0,100.0,0.0,0.34,0.0,6.0,93.0,6.0,1.0,1.0,0.0,0.23,420.0,3.0,8.68,0.0,7.0,27.0,0.34,1.0,65.0,0.5,1.0,George Wright,0.5,0.0,0.0,2.0,10.4,0.17,9.0,200.0,0.0,1.0,False
The Renovation Man,Narromine,2,2016-12-19,2,False,False,False,1.0,0.0,0.0,0.0,0.5,7.0,1.0,0.34,0.0,14700.0,0.17,600.0,7.0,1.0,1.0,1.0,17.0,6.0,0.0,0.0,1.0,0.17,100.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,52.0,0.0,0.17,Darren Hyde,0.0,1.0,1.0,0.0,0.0,0.34,0.0,100.0,1.0,0.0,False
Free Ticket,Narromine,1,2016-12-19,2,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12100.0,0.5,0.0,7.0,0.0,1.0,1.0,250.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,999.0,0.0,2.5,Mack Griffith,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,True
Melted Moments,Armidale,7,2016-12-19,2,False,False,False,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,51700.0,0.22,100.0,6.2,1.0,3.0,3.0,33.0,14.0,1.0,3.0,0.0,0.22,100.0,0.0,6.2,1.0,5.0,14.0,0.0,0.0,59.0,0.0,0.33,Paul Grills,1.0,0.0,1.0,0.0,0.0,0.5,0.0,100.0,0.0,0.0,False
Crossroad,Armidale,6,2016-12-19,2,False,False,False,5.0,1.0,5.0,0.0,0.4,5.0,2.0,0.58,2.0,110000.0,0.24,100.0,4.6,0.6,3.0,6.0,53.0,13.0,1.0,2.0,0.4,0.22,180.0,2.0,7.13,1.0,6.0,28.0,0.0,2.0,78.0,0.4,0.06,Paddy Cunningham,0.8,2.0,3.0,0.0,7.0,0.62,0.0,100.0,0.0,0.0,False
Lonely Orphan,Armidale,5,2016-12-19,2,False,False,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,1.0,61100.0,0.22,100.0,4.13,0.0,3.0,4.0,49.0,14.0,0.0,1.0,0.0,0.24,550.0,1.0,6.35,0.0,0.0,17.0,0.0,0.0,70.0,0.5,0.11,Lesley Jeffriess,0.5,0.0,2.0,0.0,13.0,0.43,0.0,100.0,0.0,0.0,False
Blaine,Armidale,3,2016-12-19,2,True,False,False,5.0,2.0,8.0,0.0,0.25,0.0,0.0,0.73,0.0,32200.000000000004,0.0,100.0,0.0,1.0,0.0,0.0,100.0,10.0,1.0,6.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,999.0,0.0,1.0,Mark Hatch,1.0,0.0,2.0,0.0,0.0,0.8,0.0,100.0,0.0,2.0,False
Kalakhani,Armidale,1,2016-12-19,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,6800.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,999.0,0.0,1.0,Karen Fox,0.0,0.0,1.0,0.0,0.0,0.34,0.0,100.0,0.0,0.0,False
Hard Spark,Echuca,9,2016-12-19,2,False,False,False,2.0,1.0,4.0,0.0,0.34,2.6,1.0,0.45,0.0,49400.0,0.14,13.0,3.5,0.34,2.0,2.0,61.0,15.0,0.0,4.0,0.34,0.12,100.0,0.0,3.5,0.0,0.0,18.0,0.0,0.0,62.0,0.0,0.53,Shane Fliedner,0.34,1.0,2.0,0.0,0.0,0.54,0.0,100.0,1.0,0.0,True
Patche Gift,Echuca,8,2016-12-19,2,False,False,False,1.0,0.0,2.0,1.0,0.34,0.0,0.0,0.29,0.0,31700.0,0.0,100.0,0.0,0.0,0.0,1.0,71.0,9.0,0.0,2.0,0.0,0.08,100.0,0.0,4.0,1.0,0.0,14.0,0.34,0.0,57.0,0.0,1.0,Darren Weir,0.5,0.0,1.0,1.0,0.0,0.34,4.0,33.0,0.0,0.0,False
Praverati,Echuca,7,2016-12-19,2,False,False,True,4.0,1.0,7.0,0.0,0.4,4.8,1.0,0.52,0.0,47000.0,0.15,20.0,4.8,0.5,1.0,3.0,59.0,7.0,1.0,2.0,0.25,0.12,100.0,0.0,3.72,1.0,0.0,27.0,0.0,2.0,58.0,0.0,0.31,Gwenda Johnstone,0.4,1.0,2.0,0.0,0.0,0.72,0.0,100.0,0.0,0.0,False
Big Spender,Echuca,6,2016-12-19,2,False,False,True,2.0,0.0,4.0,0.0,0.5,0.0,0.0,0.62,0.0,48400.0,0.13,100.0,2.0,1.0,1.0,2.0,62.0,8.0,1.0,4.0,0.0,0.16,100.0,0.0,2.45,0.0,0.0,13.0,0.0,1.0,60.0,0.0,0.75,George Osborne,0.0,0.0,0.0,0.0,0.0,0.63,0.0,100.0,0.0,1.0,False
Igitur,Echuca,4,2016-12-19,2,True,False,False,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,47800.0,0.09,100.0,2.25,0.0,1.0,1.0,81.0,12.0,0.0,1.0,0.0,0.09,100.0,0.0,2.25,0.0,0.0,12.0,0.0,0.0,62.0,0.0,0.81,Darren Weir,0.0,0.0,3.0,0.0,0.0,0.42,0.0,100.0,0.0,0.0,True
Baradine Boy,Echuca,3,2016-12-19,2,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67,1.0,22200.0,0.34,100.0,2.4,0.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,0.34,140.0,1.0,2.4,0.0,0.0,3.0,0.0,0.0,62.0,1.0,0.2,Adrian Corboy,1.0,0.0,1.0,0.0,2.4,0.67,0.0,100.0,1.0,0.0,True
Skyschiller,Echuca,2,2016-12-19,2,False,False,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.0,18500.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,999.0,0.0,1.0,Matt Laurie,0.0,0.0,2.0,0.0,0.0,0.43,0.0,100.0,0.0,1.0,False
